Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4,58,No,7,6,43
8,52,No,5,6,45
3,78,No,5,3,57
4,88,No,4,0,69
6,67,Yes,5,0,56
6,60,No,7,3,47
9,72,Yes,8,0,69
1,99,Yes,9,3,75
2,84,Yes,6,5,61
2,51,Yes,9,7,30
6,72,No,5,8,62
9,90,Yes,7,5,85
7,54,Yes,7,7,45
5,80,Yes,6,7,64
4,84,Yes,8,1,66
4,88,Yes,7,6,72
1,95,Yes,8,1,67
3,98,Yes,5,2,80
8,90,No,7,5,87
4,90,No,6,3,75
5,57,Yes,9,2,43
3,67,Yes,9,0,50
3,48,Yes,5,9,28
2,45,No,4,0,20
7,81,Yes,9,6,75
2,99,Yes,7,6,76
6,65,No,4,0,52
7,79,Yes,5,9,71
7,72,No,6,6,63
7,65,Yes,6,1,54
5,47,Yes,8,7,34
2,82,Yes,7,9,61
9,43,Yes,8,8,41
2,70,Yes,8,8,49
2,68,Yes,7,6,46
9,44,Yes,7,3,39
5,92,No,6,6,74
1,43,Yes,9,2,18
4,97,Yes,8,0,77
6,70,Yes,7,3,55
2,49,Yes,4,4,30
2,89,Yes,5,5,66
9,71,Yes,6,5,66
7,97,No,9,5,90
2,96,No,6,7,75
6,70,No,4,9,59
3,74,Yes,4,1,50
5,69,Yes,9,3,57
7,71,Yes,8,8,68
4,77,Yes,7,9,61
6,42,Yes,8,2,28
8,68,No,6,1,69
7,91,No,9,3,82
4,41,No,6,5,24
5,90,Yes,5,4,77
1,53,Yes,6,0,25
8,87,Yes,4,2,77
2,67,Yes,7,9,44
3,47,No,4,2,24
7,80,Yes,7,5,72
6,71,No,8,6,61
2,57,Yes,4,6,32
2,81,Yes,5,9,61
6,82,No,8,6,72
6,70,No,4,7,57
7,40,Yes,8,6,31
5,66,Yes,4,7,54
9,66,No,6,0,60
8,46,No,9,0,41
5,92,Yes,8,0,79
6,61,Yes,6,1,47
6,81,No,4,2,68
9,57,Yes,5,7,55
7,92,No,8,3,84
7,78,No,6,5,67
9,83,No,8,7,83
8,40,No,6,3,31
1,82,Yes,7,3,57
1,96,Yes,4,2,69
8,53,No,7,1,46
6,42,No,9,5,29
5,48,Yes,7,0,34
3,78,No,9,5,59
5,89,No,9,0,75
7,48,Yes,6,3,38
6,56,Yes,5,4,45
5,99,Yes,8,9,91
2,57,Yes,4,6,32
9,69,No,5,6,68
1,46,No,8,5,22
1,91,Yes,5,0,62
7,94,Yes,6,6,86
7,65,No,8,0,55
8,58,Yes,4,3,53
8,70,Yes,8,1,64
8,83,Yes,6,6,78
4,62,Yes,9,9,48
3,65,Yes,4,2,43
7,48,No,7,7,38
3,62,No,8,4,41
6,52,Yes,8,9,45
9,55,Yes,7,5,53
6,77,Yes,6,4,67
9,87,Yes,8,9,89
7,63,No,6,5,55
1,57,No,7,6,31
8,67,No,9,0,62
8,54,No,4,2,48
5,66,Yes,7,8,50
4,48,No,6,8,33
3,82,Yes,8,0,60
1,42,Yes,5,5,15
7,75,No,4,1,65
4,87,Yes,9,5,72
3,65,Yes,6,3,41
4,80,No,8,0,63
6,48,Yes,5,6,36
3,78,No,8,8,57
9,92,Yes,9,4,90
8,58,No,5,3,52
4,42,Yes,7,0,23
7,40,No,8,0,30
1,71,Yes,6,7,44
3,78,No,9,3,60
8,80,No,9,5,72
5,87,No,6,2,72
6,59,No,4,6,45
4,98,Yes,5,2,79
1,86,Yes,4,4,59
6,44,Yes,7,7,33
7,91,No,8,1,82
4,80,No,5,0,64
4,56,Yes,5,9,42
7,49,No,5,3,37
1,98,No,5,2,72
8,77,Yes,5,8,69
1,62,Yes,7,3,39
5,40,Yes,5,8,24
6,93,Yes,5,9,82
2,74,No,6,2,53
6,87,Yes,6,6,73
7,93,Yes,8,6,86
8,90,No,6,7,84
5,92,Yes,8,0,79
6,56,Yes,6,2,45
3,81,Yes,5,7,62
4,98,Yes,4,6,84
4,74,No,7,4,57
3,43,No,4,9,24
4,75,No,5,9,58
8,66,Yes,4,4,64
9,58,Yes,5,1,56
3,74,Yes,8,4,55
3,84,No,6,6,60
7,72,No,8,3,66
9,44,No,5,8,42
9,77,No,9,9,74
6,58,Yes,4,8,45
4,83,No,8,0,68
5,71,No,4,7,58
9,76,Yes,8,1,75
2,68,No,8,4,44
9,70,No,9,9,67
5,52,No,8,1,37
6,86,No,6,5,74
1,73,Yes,9,9,52
6,45,No,4,5,36
2,72,Yes,8,3,50
7,79,No,9,0,73
7,59,Yes,5,4,53
6,64,Yes,6,9,54
9,54,Yes,4,4,48
5,58,Yes,7,2,43
7,87,No,4,6,79
5,90,Yes,8,7,75
4,87,Yes,8,4,73
1,57,Yes,7,8,31
8,45,No,5,3,38
2,54,Yes,8,1,30
2,55,No,9,1,34
4,51,Yes,8,9,37
5,77,Yes,5,4,62
2,79,No,9,0,58
9,62,No,6,3,55
8,54,No,6,6,48
5,61,No,8,1,49
2,88,Yes,4,9,62
5,84,No,9,2,70
2,58,No,9,7,37
2,57,Yes,7,0,34
9,83,No,7,3,76
2,72,Yes,4,1,49
5,90,No,8,0,77
6,85,No,4,3,75
1,48,Yes,5,2,19
4,59,No,6,9,44
3,95,No,7,5,75
9,81,No,6,8,79
5,59,No,8,5,43
9,73,No,6,9,71
7,73,Yes,5,6,64
3,62,No,9,4,44
5,47,No,4,7,33
9,62,Yes,5,6,59
2,86,No,6,2,60
1,40,No,6,0,15
5,63,No,8,6,52
2,53,Yes,6,8,26
2,68,No,8,4,41
9,56,No,8,5,55
7,77,No,8,8,70
7,85,No,5,2,75
2,63,No,8,9,39
4,65,No,6,5,50
9,68,No,5,3,64
3,67,No,5,6,47
4,60,Yes,7,8,45
1,76,Yes,7,3,53
3,64,No,6,1,42
9,43,Yes,6,6,43
6,44,No,8,0,29
7,79,No,8,3,72
1,96,No,9,5,74
2,84,No,5,2,59
7,42,Yes,5,4,31
1,64,Yes,7,4,37
9,56,No,4,1,54
7,78,No,8,5,70
4,49,Yes,7,6,33
3,79,No,6,1,56
7,40,No,8,8,31
7,48,Yes,4,8,41
2,95,No,9,7,76
7,93,Yes,9,8,87
9,56,Yes,5,4,53
1,85,Yes,8,0,60
6,56,Yes,4,8,44
3,46,Yes,9,9,28
3,60,No,8,1,39
2,58,Yes,9,8,35
2,88,Yes,4,8,66
8,40,Yes,8,2,36
6,96,No,9,7,87
7,90,Yes,9,7,81
9,52,Yes,8,3,51
5,60,Yes,5,8,45
9,89,Yes,9,4,88
7,78,No,6,2,72
5,84,No,8,0,70
2,65,No,9,9,41
8,69,Yes,4,5,61
8,51,Yes,9,0,44
1,86,Yes,7,3,67
8,83,Yes,9,6,79
6,40,No,6,1,24
8,74,Yes,8,1,67
6,82,Yes,7,2,71
4,44,No,9,1,25
3,84,Yes,7,6,67
4,96,Yes,8,1,80
3,45,No,7,3,21
4,88,No,4,8,70
3,75,Yes,9,3,56
8,66,No,6,9,61
6,44,Yes,4,0,29
2,98,Yes,6,7,77
9,87,No,5,9,84
1,40,No,9,6,13
9,57,No,6,3,53
9,66,No,9,5,65
1,71,Yes,6,5,50
5,87,Yes,6,3,71
4,47,No,6,0,27
5,75,Yes,6,6,59
5,78,Yes,5,5,64
4,43,No,8,2,22
5,63,Yes,4,0,48
8,67,Yes,5,1,60
6,68,No,5,1,56
2,49,No,6,4,24
1,59,No,8,8,35
7,43,Yes,4,3,31
5,46,No,5,9,33
8,60,Yes,4,3,58
4,48,Yes,9,3,31
7,65,Yes,5,1,58
7,94,Yes,7,4,86
8,82,No,8,7,77
5,94,Yes,8,9,78
1,81,Yes,8,8,56
5,87,Yes,6,7,74
6,65,Yes,5,4,55
1,57,Yes,6,2,30
9,62,No,9,8,57
4,84,Yes,6,3,67
4,46,Yes,8,1,30
3,40,Yes,8,4,20
4,58,No,4,8,42
4,68,No,4,4,51
8,67,No,5,4,62
4,98,No,7,5,78
7,58,Yes,8,6,49
3,82,No,9,2,62
1,82,No,5,8,59
7,41,No,4,7,31
6,47,Yes,8,4,39
2,88,Yes,6,6,65
7,99,Yes,6,7,96
8,60,No,4,7,54
5,72,Yes,7,1,58
3,88,Yes,8,3,68
4,73,No,4,8,54
6,91,No,4,5,74
9,64,No,6,1,57
5,60,Yes,5,9,46
3,57,Yes,5,7,38
3,66,No,4,6,45
4,71,Yes,4,2,52
2,98,No,7,1,78
3,53,Yes,5,1,32
4,83,Yes,6,4,65
1,80,Yes,5,4,56
8,73,Yes,6,4,68
8,93,Yes,9,9,88
2,61,Yes,6,7,42
2,81,No,8,4,59
5,59,No,5,1,43
6,82,No,6,7,69
4,51,Yes,6,7,36
1,98,Yes,5,5,73
4,63,No,5,5,45
3,72,Yes,9,2,53
5,77,Yes,5,8,61
4,81,No,6,4,61
1,90,Yes,8,7,67
6,55,Yes,9,1,44
9,53,No,5,1,47
1,64,No,4,7,38
4,68,No,9,3,51
6,71,No,8,6,61
7,68,No,7,6,58
3,52,Yes,5,3,33
3,56,Yes,8,7,38
7,65,No,4,3,55
8,48,No,9,8,43
2,42,Yes,4,5,15
1,47,No,9,2,22
8,59,Yes,7,9,55
7,43,Yes,7,0,34
6,57,Yes,4,9,46
7,45,Yes,7,0,34
9,62,Yes,8,9,60
8,53,Yes,4,5,46
8,87,Yes,8,2,87
3,65,Yes,8,7,47
1,44,Yes,5,7,17
1,67,No,9,3,41
9,61,No,8,2,57
7,56,Yes,8,3,49
2,93,No,8,3,68
7,98,No,7,9,95
6,49,Yes,8,4,37
6,91,Yes,4,1,78
1,44,No,8,8,18
7,78,No,6,2,72
2,40,No,5,1,13
7,57,Yes,5,1,48
1,64,Yes,8,0,36
1,71,Yes,5,2,43
9,94,No,9,5,89
3,40,No,7,6,20
1,67,Yes,4,6,39
2,54,Yes,4,7,29
5,77,Yes,5,8,64
7,81,Yes,4,7,74
5,79,Yes,9,1,68
6,51,Yes,7,3,37
3,56,Yes,4,5,36
8,88,No,5,8,85
2,53,No,5,2,24
9,66,No,9,3,61
5,65,Yes,5,7,46
1,66,Yes,8,7,42
7,73,Yes,4,2,64
3,63,Yes,9,9,47
4,90,No,5,5,70
2,58,Yes,6,1,36
2,97,Yes,8,6,76
4,72,No,8,2,52
5,96,Yes,6,8,85
7,70,No,8,0,60
8,90,Yes,6,8,88
1,49,No,7,3,24
1,55,Yes,7,4,30
7,44,Yes,4,7,33
3,46,No,4,9,28
3,83,Yes,4,3,64
1,78,No,5,1,50
4,88,No,9,7,72
7,42,Yes,8,9,33
3,83,No,9,6,62
2,54,No,5,8,31
4,50,No,6,3,31
1,53,Yes,7,5,26
3,61,No,9,7,41
3,44,Yes,6,7,25
3,83,Yes,6,3,63
8,86,No,4,0,78
3,85,No,6,0,60
3,70,Yes,4,2,52
5,60,No,8,0,46
8,51,Yes,8,2,43
7,85,No,5,2,75
9,46,No,8,5,41
3,67,Yes,4,4,47
6,62,Yes,8,2,49
3,62,No,4,4,43
3,84,Yes,4,6,68
1,52,Yes,7,0,27
4,92,Yes,4,7,75
7,91,No,9,2,82
4,69,Yes,7,2,53
3,88,No,9,1,67
5,82,Yes,4,1,66
2,85,Yes,8,8,65
4,89,No,4,0,69
7,53,Yes,5,5,45
2,75,Yes,5,3,53
8,99,No,9,3,97
1,83,No,4,5,56
8,61,No,9,1,56
1,59,No,8,4,33
3,51,No,4,4,29
3,58,No,5,8,40
9,80,Yes,9,0,79
5,42,No,6,2,26
7,44,Yes,4,8,34
3,88,No,9,0,67
3,65,Yes,6,6,45
4,59,Yes,8,0,42
7,78,No,9,3,72
4,86,No,4,5,66
6,60,No,7,3,47
2,98,Yes,7,0,74
5,88,No,8,6,74
1,53,Yes,7,9,31
6,64,Yes,7,4,49
1,55,Yes,7,1,27
3,94,Yes,6,5,74
4,93,Yes,7,1,73
6,83,Yes,6,3,69
9,87,Yes,9,3,84
3,67,No,4,1,43
3,40,Yes,8,4,20
4,81,Yes,6,4,62
5,40,Yes,4,5,25
2,84,Yes,6,5,61
9,71,No,8,6,70
7,91,Yes,6,3,82
6,45,No,4,5,36
2,80,No,6,0,56
2,65,No,7,2,43
2,90,No,6,0,68
8,60,No,4,7,50
1,67,Yes,8,0,38
3,82,Yes,5,1,60
7,56,Yes,8,2,44
7,52,Yes,8,6,46
3,60,Yes,6,1,38
3,84,No,9,0,64
3,82,No,5,6,59
7,48,Yes,9,9,44
4,46,Yes,7,0,30
6,71,No,6,6,55
3,63,No,6,1,42
4,48,No,7,0,27
5,66,No,7,5,52
5,47,Yes,5,8,31
5,45,Yes,6,5,29
3,87,Yes,4,9,67
6,55,No,9,7,45
4,62,No,8,4,44
6,93,Yes,8,2,81
7,80,No,9,6,74
1,81,No,9,7,54
4,75,Yes,8,3,57
7,81,Yes,4,7,74
3,62,No,7,3,40
3,66,No,8,2,45
2,42,No,7,9,16
5,86,Yes,7,9,73
3,65,No,9,1,45
2,82,No,8,0,57
6,81,Yes,5,3,69
9,63,Yes,4,4,59
7,41,No,4,5,31
9,54,No,7,4,50
6,41,No,4,1,28
6,84,Yes,4,5,72
6,60,Yes,5,2,47
8,87,No,5,0,80
8,42,No,8,8,38
4,95,No,9,8,79
3,93,No,8,4,77
5,91,Yes,6,3,78
4,56,No,9,3,40
9,46,Yes,4,4,44
1,81,Yes,6,6,56
8,61,No,5,7,54
2,65,No,6,0,40
9,75,No,8,6,71
3,70,No,5,1,49
6,51,Yes,7,3,37
3,61,Yes,9,6,45
9,63,No,7,9,60
2,50,Yes,8,2,28
1,88,No,7,2,62
6,79,No,8,3,67
7,93,Yes,9,8,87
6,87,No,7,1,76
6,40,No,6,1,24
3,52,Yes,4,9,33
1,68,No,8,3,45
9,79,No,6,8,77
4,89,Yes,5,0,69
1,62,Yes,7,6,36
9,41,Yes,7,6,39
7,56,No,4,5,46
5,95,No,9,1,81
5,41,No,7,2,25
2,54,No,5,9,28
2,59,No,5,6,36
3,46,No,5,8,27
4,70,Yes,6,5,50
4,41,No,6,5,24
5,82,Yes,4,6,67
5,87,Yes,6,7,74
3,90,Yes,9,9,75
1,83,Yes,9,3,59
7,79,No,8,3,72
1,64,Yes,6,3,39
5,56,Yes,4,2,44
3,43,Yes,9,0,25
2,63,No,4,3,39
4,71,Yes,8,9,55
4,47,No,6,0,27
9,42,No,8,6,41
1,69,No,7,0,40
1,88,No,9,2,65
2,78,No,7,4,54
7,84,No,7,0,76
8,60,No,4,7,50
8,61,No,8,9,56
6,44,Yes,5,1,29
9,68,No,6,0,63
9,57,Yes,8,1,52
5,97,No,4,2,84
3,48,Yes,4,8,27
8,98,No,6,7,92
4,66,Yes,4,8,48
9,55,Yes,5,4,51
1,52,Yes,9,6,28
6,82,Yes,7,2,71
6,90,No,5,4,75
9,89,Yes,6,4,88
6,46,Yes,5,5,34
9,74,Yes,7,9,72
9,78,No,8,9,75
4,87,No,4,3,67
7,74,Yes,7,4,66
8,80,Yes,9,7,77
1,56,Yes,4,6,31
9,81,Yes,8,8,80
2,66,Yes,6,3,41
3,76,Yes,5,6,55
6,86,No,9,0,72
7,66,No,8,1,59
7,90,Yes,4,1,76
2,72,Yes,8,4,47
2,42,No,4,6,15
6,68,No,6,3,58
2,72,No,4,3,43
7,53,No,5,3,40
6,91,Yes,9,7,81
9,50,No,9,3,51
5,98,Yes,8,4,84
1,51,Yes,8,0,26
7,40,Yes,9,3,29
2,44,No,8,0,22
1,91,No,8,1,65
8,79,Yes,8,9,75
4,82,Yes,8,8,68
3,77,No,6,3,56
7,54,No,6,7,44
7,73,No,4,0,61
8,41,Yes,7,5,33
3,81,No,8,4,61
1,42,Yes,5,6,17
8,87,Yes,9,1,83
4,41,No,7,4,24
8,59,No,9,0,50
6,45,No,4,2,30
9,69,No,5,7,66
3,93,No,7,7,78
8,82,Yes,6,5,76
1,77,No,8,0,49
5,79,Yes,5,8,65
9,63,Yes,8,3,57
9,53,No,5,5,48
6,81,Yes,7,9,70
7,87,No,7,8,79
7,72,Yes,6,9,65
5,61,Yes,6,6,47
6,60,Yes,9,1,47
5,78,Yes,8,3,63
8,64,No,6,8,60
2,61,Yes,5,6,37
5,95,Yes,8,1,83
3,95,Yes,5,1,74
2,43,No,9,0,22
2,79,No,8,9,55
1,70,No,7,9,45
2,53,Yes,8,9,33
4,94,Yes,4,3,79
1,78,Yes,4,8,53
4,41,Yes,7,3,25
6,78,No,6,5,66
8,58,No,9,6,54
6,41,Yes,8,4,29
7,87,No,5,3,74
4,48,Yes,5,0,32
2,58,No,9,2,34
9,77,No,6,9,76
5,79,Yes,6,1,64
6,92,No,7,3,82
6,96,Yes,5,9,85
3,94,No,7,9,70
3,71,No,4,5,52
1,78,No,6,0,54
2,63,No,7,8,42
9,48,Yes,6,0,41
6,68,Yes,5,5,57
2,87,No,9,2,64
9,82,No,5,3,78
7,79,No,7,5,72
8,65,Yes,8,4,60
7,46,Yes,9,0,39
7,48,No,4,2,36
6,46,Yes,4,5,31
2,58,No,9,7,38
3,97,Yes,4,1,76
9,57,No,6,3,53
7,69,Yes,4,1,60
9,49,No,9,3,45
6,89,No,8,4,82
9,54,No,8,9,51
2,93,Yes,4,2,66
3,97,Yes,6,5,76
5,59,No,8,0,43
9,69,Yes,4,4,64
7,41,Yes,5,6,32
1,95,Yes,9,0,68
2,49,Yes,6,0,26
4,62,No,8,8,47
3,76,Yes,6,2,54
1,84,No,6,8,56
1,90,Yes,5,0,67
9,99,Yes,5,6,97
9,63,No,4,5,61
8,59,No,4,4,49
4,64,No,7,3,44
9,62,Yes,7,5,56
7,73,Yes,4,2,64
4,83,No,6,9,66
7,87,No,8,6,79
8,77,Yes,7,5,76
3,96,Yes,7,5,77
6,42,No,5,5,28
3,54,No,8,3,36
4,50,Yes,5,8,32
7,84,No,7,0,74
9,43,No,7,4,40
1,75,No,7,6,48
7,53,No,9,4,44
5,43,Yes,6,8,32
8,77,No,4,5,69
6,84,Yes,9,4,76
2,55,Yes,4,4,34
9,81,Yes,6,2,77
6,56,Yes,5,5,41
8,66,No,5,2,60
7,54,No,5,8,47
5,55,No,7,9,38
7,68,No,6,9,61
4,65,Yes,5,4,47
1,81,Yes,7,5,56
4,78,Yes,7,3,60
7,84,No,6,3,77
2,85,No,5,0,61
2,66,No,7,4,43
3,94,Yes,4,2,73
8,41,No,9,3,36
3,90,Yes,6,2,68
8,86,Yes,5,8,80
7,71,No,7,8,66
6,54,No,8,0,41
5,90,Yes,4,3,74
8,64,Yes,6,1,58
7,49,No,5,3,37
7,70,No,7,3,61
7,47,Yes,9,6,41
2,46,No,5,0,22
7,72,Yes,4,6,61
1,70,Yes,4,0,44
5,78,Yes,6,1,65
2,59,No,8,3,34
6,53,Yes,9,2,43
4,65,No,7,4,49
6,65,No,8,9,54
7,66,No,6,7,57
9,55,No,7,3,50
5,42,Yes,6,4,27
7,65,No,8,0,55
8,48,Yes,4,0,44
9,78,No,8,8,79
6,93,No,8,9,84
5,90,No,5,5,77
1,64,Yes,9,9,42
8,55,No,8,3,49
2,68,Yes,5,3,44
3,68,Yes,7,6,49
5,81,Yes,5,7,67
5,74,Yes,8,7,66
6,91,No,9,0,81
7,81,No,8,0,73
3,91,Yes,8,9,72
3,78,No,8,8,57
7,85,No,8,8,78
2,97,No,5,8,76
6,84,Yes,8,8,76
4,75,Yes,6,9,60
2,72,No,6,5,49
4,91,No,8,6,80
1,62,No,5,6,36
7,77,No,9,0,63
8,98,Yes,6,6,92
7,70,Yes,7,9,61
6,54,Yes,5,6,43
3,87,No,8,5,68
3,41,No,8,7,19
8,49,No,5,6,41
3,71,Yes,4,5,50
1,49,No,9,3,24
5,52,No,5,6,33
8,53,Yes,6,4,48
6,83,Yes,5,4,70
2,87,Yes,6,5,61
4,72,No,6,5,56
1,75,No,9,4,52
3,64,No,5,3,45
5,75,No,9,8,62
3,75,No,6,5,55
7,80,No,6,9,68
5,87,Yes,7,0,70
7,99,No,7,3,93
3,92,No,5,0,72
5,66,No,6,8,51
3,84,No,9,7,70
2,48,Yes,4,2,26
5,43,No,7,7,26
8,62,No,5,6,56
2,70,No,7,0,48
8,82,No,7,3,76
3,68,No,9,6,52
8,90,Yes,4,3,90
7,89,No,4,9,78
7,65,No,7,0,56
5,93,No,7,5,80
4,96,No,6,0,78
2,64,No,7,1,39
2,70,No,6,0,43
1,63,No,7,8,40
7,78,No,4,6,68
4,60,No,7,3,43
8,99,Yes,6,7,91
4,93,Yes,8,6,77
4,81,Yes,5,2,60
6,49,No,8,8,38
4,68,No,7,4,52
5,77,Yes,5,4,62
4,70,Yes,9,2,53
8,93,Yes,9,9,88
5,50,No,9,6,35
1,67,Yes,8,0,38
4,81,No,4,7,62
1,42,Yes,6,6,16
7,92,No,5,8,84
4,42,Yes,9,9,28
7,84,Yes,6,1,76
6,56,No,7,8,44
9,62,Yes,4,9,57
9,68,No,5,5,66
2,81,Yes,5,9,61
2,93,No,5,3,68
5,60,Yes,4,0,46
6,55,Yes,9,2,46
6,54,Yes,5,5,44
1,54,Yes,8,8,31
8,63,No,6,6,55
5,95,No,8,8,82
6,84,Yes,4,7,72
1,61,Yes,6,7,35
4,51,Yes,6,7,36
2,80,No,4,9,59
6,73,Yes,7,9,64
8,77,No,4,2,69
5,67,Yes,4,0,51
1,80,Yes,7,4,55
1,97,Yes,4,5,71
3,65,Yes,8,0,43
1,43,No,9,0,17
3,83,No,6,2,66
1,87,No,5,0,59
1,93,Yes,5,8,68
4,99,Yes,6,0,84
6,45,No,7,4,32
8,82,No,5,8,75
9,87,Yes,7,2,85
2,85,Yes,4,7,64
6,93,Yes,5,7,82
7,95,No,4,4,85
5,43,Yes,7,0,27
7,58,Yes,7,7,53
2,57,No,6,1,36
4,86,No,6,9,71
3,69,No,4,7,45
3,48,Yes,5,3,29
9,96,Yes,7,4,95
1,51,No,8,0,23
7,43,No,7,2,31
7,70,Yes,9,3,63
7,86,No,7,3,74
9,70,Yes,9,3,69
9,91,Yes,5,9,93
1,92,Yes,9,9,71
8,85,No,7,2,78
8,50,Yes,7,4,44
8,76,No,4,3,69
1,56,Yes,4,6,31
5,90,No,5,1,76
2,62,No,4,5,39
7,54,No,5,6,45
6,91,Yes,9,1,79
3,65,Yes,6,6,45
1,76,Yes,5,6,52
5,96,Yes,4,4,81
3,73,No,5,5,52
8,43,Yes,7,3,36
6,56,No,5,3,45
3,88,Yes,7,8,72
4,63,Yes,9,7,50
2,98,No,8,3,78
2,82,Yes,5,3,61
3,55,Yes,8,5,34
9,99,Yes,4,8,97
9,93,No,9,7,91
9,69,Yes,4,6,67
3,61,No,4,5,41
5,59,Yes,9,6,49
3,82,Yes,6,0,59
4,61,Yes,9,9,47
8,92,Yes,8,3,88
9,60,Yes,8,1,58
2,58,No,4,9,35
6,90,No,4,0,77
8,94,Yes,8,6,88
8,57,No,6,6,50
4,44,No,6,4,24
3,78,Yes,8,2,63
8,76,Yes,5,4,68
1,50,Yes,7,6,26
3,98,Yes,8,3,77
3,83,Yes,6,3,63
9,48,Yes,6,2,48
5,69,Yes,9,6,58
4,49,Yes,8,8,32
3,97,Yes,4,2,77
8,40,Yes,6,0,32
5,81,No,6,8,66
4,46,No,8,5,30
8,73,Yes,8,4,67
5,64,Yes,4,0,50
9,72,No,9,5,68
7,90,Yes,8,2,81
7,88,Yes,9,4,79
6,43,No,9,6,30
6,73,No,7,4,63
4,74,Yes,5,0,57
4,89,Yes,4,0,72
9,62,No,7,3,59
8,82,No,7,3,76
5,45,No,7,2,33
6,58,Yes,6,8,46
4,95,Yes,5,8,79
9,86,No,7,0,84
2,78,Yes,8,4,54
8,45,No,9,0,38
4,52,No,4,1,35
6,59,No,8,2,49
8,44,No,4,3,37
6,52,Yes,7,5,45
1,59,Yes,5,6,32
8,51,No,8,4,47
6,84,Yes,4,5,72
6,82,Yes,9,3,71
5,85,Yes,8,2,70
3,59,No,8,4,42
3,73,Yes,9,6,52
2,44,Yes,5,1,18
4,91,Yes,4,3,71
1,72,Yes,8,1,45
2,96,No,9,6,74
6,90,No,6,2,82
6,48,No,8,2,36
6,65,No,4,0,52
8,90,Yes,4,3,90
3,97,Yes,6,5,78
4,77,No,7,7,59
8,59,No,6,6,54
1,98,Yes,8,2,75
2,85,No,9,1,62
3,80,No,4,9,58
8,68,No,5,6,65
1,97,Yes,9,8,74
8,92,Yes,8,3,88
7,73,No,4,0,61
7,40,No,8,8,31
5,54,No,8,7,41
8,69,Yes,4,8,63
1,75,No,9,4,52
9,80,No,6,8,76
4,61,Yes,7,5,46
6,83,Yes,6,9,77
4,47,Yes,5,1,27
7,67,No,5,2,59
1,90,Yes,7,6,66
4,69,No,8,5,53
8,74,Yes,5,6,71
2,64,No,6,3,42
7,59,Yes,5,9,55
2,80,No,8,8,58
4,69,No,4,0,50
2,50,Yes,6,6,28
3,66,No,7,3,44
6,45,Yes,8,3,38
7,71,Yes,8,8,68
8,90,Yes,4,3,90
8,91,Yes,8,1,87
9,95,No,5,1,91
2,50,Yes,7,9,29
5,81,No,4,6,67
2,70,No,6,9,48
3,63,No,6,3,42
5,62,No,7,4,47
5,96,No,7,5,85
8,65,Yes,4,2,58
7,93,Yes,9,8,87
8,42,Yes,6,8,36
4,43,Yes,6,9,25
9,73,No,4,4,66
4,90,Yes,8,9,72
6,87,Yes,6,4,74
9,73,Yes,6,7,72
4,58,Yes,7,1,40
5,43,Yes,6,1,28
1,40,No,9,6,13
6,42,Yes,6,6,32
2,87,Yes,8,7,62
1,47,No,8,5,20
4,77,No,4,0,59
6,44,Yes,5,1,29
2,43,Yes,7,8,26
4,65,Yes,5,4,45
2,90,Yes,7,0,67
7,41,No,4,7,31
5,65,Yes,6,9,51
3,45,No,9,5,26
4,63,Yes,8,5,46
7,70,No,9,6,64
1,40,No,8,5,16
3,53,Yes,5,2,31
9,65,Yes,7,2,63
6,61,No,5,5,46
6,68,Yes,6,4,56
6,97,No,9,1,86
2,85,Yes,9,5,64
9,93,Yes,9,4,93
7,56,No,9,5,48
1,99,Yes,4,3,71
3,63,Yes,8,1,45
8,41,No,5,5,32
1,86,No,4,9,55
2,67,No,6,4,41
7,80,Yes,7,5,72
5,72,No,4,7,59
8,65,No,6,5,59
4,74,No,7,7,56
1,96,Yes,7,9,71
1,83,Yes,6,6,60
4,63,Yes,7,6,48
1,93,No,7,3,69
8,60,No,5,9,53
6,90,No,6,2,82
6,45,No,4,0,30
3,61,Yes,8,6,42
7,55,Yes,8,1,50
3,87,No,6,8,63
9,64,Yes,7,9,63
7,67,Yes,9,7,63
2,59,Yes,5,6,38
7,42,Yes,6,3,35
5,57,Yes,9,4,42
2,65,No,5,1,40
6,65,Yes,8,4,53
5,93,No,5,9,77
9,58,No,6,2,57
2,97,No,9,6,75
3,93,No,5,6,74
6,60,Yes,9,1,47
3,41,No,4,1,18
1,45,Yes,4,5,18
2,50,No,4,1,28
8,79,No,8,5,76
9,99,No,6,8,96
7,40,Yes,8,2,33
8,92,Yes,7,2,89
2,86,Yes,6,2,62
7,55,No,7,1,44
1,55,No,6,2,28
8,80,No,9,5,72
5,84,No,6,9,69
7,62,Yes,7,9,54
7,45,Yes,6,6,38
3,71,Yes,5,0,50
3,74,Yes,8,8,55
6,43,No,9,6,30
1,75,Yes,8,2,53
4,48,Yes,9,3,31
9,65,Yes,7,3,62
1,82,No,7,3,55
3,58,Yes,7,1,40
1,57,Yes,6,2,30
8,87,No,5,5,79
4,60,No,5,7,39
7,70,Yes,9,3,63
6,55,No,4,6,41
3,44,Yes,4,0,23
4,96,Yes,6,9,81
4,58,No,6,9,37
6,86,No,9,0,72
3,78,Yes,5,5,60
5,85,Yes,5,4,69
2,97,No,6,7,74
3,51,Yes,4,1,30
3,75,No,4,8,54
2,71,No,7,0,49
6,82,Yes,9,8,72
9,47,Yes,9,1,47
4,59,No,8,5,44
